*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.1b
*Date=16:05:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
242;;;94.7293;-29.9976;0;Bottom;Copper Fill555
243;;;73.4441;-65.2528;0;Bottom;Copper Fill425
244;;;4.0132;-24.9176;0;Bottom;Copper Fill75
245;;;94.7928;-56.1088;0;Bottom;Copper Fill272
246;;;25.8953;-76.9114;0;Bottom;Copper Fill208
247;;;22.5298;-75.5271;0;Bottom;Copper Fill122
248;1µF;0805 [SMD, multilayer];5.32718;-29.4427;180;Top;C20
249;1k;0805 [SMD];28.1147;-72.0602;90;Top;R51
250;;;29.0449;-18.8724;0;Bottom;Copper Fill390
251;;;94.7928;-56.1088;0;Bottom;Copper Fill30
252;;;97.2053;-13.9095;-90;Bottom;TXT4
253;;;43.2308;-77.5464;0;Bottom;Copper Fill246
254;;;56.6928;-28.3466;0;Bottom;Copper Fill67
255;;;81.0641;-65.837;0;Bottom;Copper Fill361
256;;;94.7928;-51.0288;0;Bottom;Copper Fill279
257;;;82.804;-36.8175;0;Bottom;Copper Fill171
258;;;66.4845;-36.0428;0;Bottom;Copper Fill377
259;;;34.671;-55.2071;0;Bottom;Copper Fill463
260;;;56.3721;-32.9353;0;Bottom;Via142
261;0.22µF;0805 [SMD, multilayer];63.0397;-32.8627;-90;Top;C8
262;;;44.6532;-66.1799;0;Bottom;Copper Fill450
263;;;51.6128;-28.3466;0;Bottom;Copper Fill65
264;2.2;0805 [SMD];2.46969;-45.9527;0;Top;R70
265;0.1µF;0805 [SMD, multilayer];60.8172;-84.9327;90;Top;C13
266;;;97.2063;-24.7639;-90;Bottom;TXT4
267;;;83.2993;-40.7672;0;Bottom;Copper Fill130
268;;;94.7928;-51.0288;0;Bottom;Copper Fill34
269;;;22.3996;-58.9703;0;Bottom;Via191
270;470;0805 [SMD];66.7771;-31.8877;180;Top;R8
271;;;91.9321;-20.5528;0;Bottom;Via160
272;2.2;0805 [SMD];41.0323;-45.3178;0;Top;R69
273;0.1µF;0805 [SMD, multilayer];70.3422;-32.8627;90;Top;C7
274;;;62.9666;-20.3075;0;Bottom;Copper Fill478
275;;;69.042;-73.6656;0;Bottom;TXT1
276;;;89.3572;-91.2751;0;Bottom;Copper Fill228
277;;;42.4434;-88.5319;0;Bottom;Copper Fill201
278;;;4.2545;-84.6076;0;Bottom;Copper Fill186
279;0.22µF;0805 [SMD, multilayer];52.8797;-25.2427;-90;Top;C4
280;;;97.3772;-8.68404;-90;Bottom;TXT4
281;;;32.8168;-65.9767;0;Bottom;Copper Fill496
282;;0805 [SMD];6.76962;-38.9677;180;Top;LED7
283;;;97.3772;-19.5801;-90;Bottom;TXT4
284;;;82.9945;-82.6772;0;Bottom;Copper Fill418
285;;;77.2541;-92.8372;0;Bottom;Copper Fill414
286;;;75.4634;-42.2023;0;Bottom;Copper Fill443
287;;;70.2945;-34.4426;0;Bottom;Copper Fill540
288;;;80.5688;-66.3323;0;Bottom;Copper Fill362
289;;;57.9628;-53.1878;0;Bottom;Copper Fill290
290;;;66.9544;-35.5475;0;Bottom;Copper Fill129
291;5V;TO220 [THT];75.6762;-86.2753;90;Bottom;U1
292;;;22.0345;-84.6076;0;Bottom;Copper Fill485
293;;;49.9872;-72.0092;0;Bottom;Copper Fill243
294;;;95.9993;-33.7314;0;Bottom;Copper Fill179
295;;;13.7414;-51.359;0;Bottom;Copper Fill274
