*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3a
*Date=14:47:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
292;;;60.9346;-48.1967;0;Bottom;Copper Fill471
293;1k;0805 [SMD];88.5122;-39.8734;180;Top;R30
294;;;78.0288;-84.9759;0;Bottom;Copper Fill238
295;;0603 [SMD];62.3021;-52.8909;0;Top;LED2
296;2.49k;0805 [SMD];42.4747;-19.8709;180;Top;R3
297;;;36.1687;-6.00669;0;Bottom;TXT11
298;;;80.8228;-27.0766;0;Bottom;Copper Fill71
299;2.49k;0805 [SMD];61.8422;-74.4809;0;Top;R61
300;;;23.3391;-75.749;0;Bottom;Via216
301;;;43.9293;-34.3664;0;Bottom;Copper Fill357
302;;;40.8146;-60.8284;0;Bottom;Via98
303;;;69.2036;-64.1111;0;Bottom;TXT1
304;;;84.6328;-79.0196;0;Bottom;Copper Fill255
305;;;83.2993;-36.2714;0;Bottom;Copper Fill149
306;;;44.6532;-26.6067;0;Bottom;Copper Fill510
307;1µF;0805 [SMD, multilayer];12.4846;-43.0484;180;Top;C20
308;0.22µF;0805 [SMD, multilayer];60.4997;-25.5134;-90;Top;C6
309;;;36.0521;-90.991;0;Bottom;Via227
310;;;71.2946;-16.061;0;Bottom;Via223
311;3.9k;0805 [SMD];76.3021;-32.1584;180;Top;R7
312;;;60.1821;-39.5559;0;Bottom;Via145
313;;TO220 [THT];37.5762;-70.6709;90;Bottom;Q5
314;100k;0805 [SMD];34.1472;-92.1883;-90;Top;R10
315;;;69.042;-73.9362;0;Bottom;TXT1
316;;;73.1393;-24.0286;0;Bottom;Copper Fill520
317;;;23.9522;-21.0568;0;Bottom;Copper Fill78
318;;;97.0788;-38.6082;0;Bottom;Copper Fill45
319;;;83.2993;-41.072;0;Bottom;Copper Fill118
