*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.9
*Date=19:02:46
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
333;;;72.8345;-81.712;0;Bottom;Copper Fill384
334;;;60.1345;-36.7286;0;Bottom;Copper Fill460
335;;;61.6204;-30.6326;0;Bottom;Copper Fill294
336;;THT;14.4622;-20.8703;0;Bottom;J206
337;;;40.894;-33.0075;0;Bottom;Copper Fill388
338;470;0805 [SMD];73.1997;-25.2427;-90;Top;R22
339;;;1.44469;-95.8003;0;Bottom;Via154
340;;;70.5993;-29.9976;0;Bottom;Copper Fill98
341;;;90.9796;-82.4653;0;Bottom;Via23
342;;;75.946;-51.486;0;Bottom;Copper Fill258
343;;;44.2341;-82.6772;0;Bottom;Copper Fill114
344;;;73.9648;-76.4034;0;Bottom;Copper Fill4
345;;;52.8193;-23.7492;0;Bottom;Copper Fill506
346;;;89.9922;-41.8975;0;Bottom;Copper Fill437
347;;;41.3893;-32.5122;0;Bottom;Copper Fill387
348;;THT;4.3022;-18.3303;0;Bottom;J210
349;1k;0805 [SMD];36.6872;-72.0602;90;Top;R57
350;1k;0805 [SMD];31.6072;-91.9177;-90;Top;R12
351;;;17.907;-20.4726;0;Bottom;Copper Fill316
352;;;64.9097;-92.6848;0;Bottom;Copper Fill546
353;;;87.1728;-28.4228;0;Bottom;Copper Fill302
354;;;31.2293;-18.847;0;Bottom;Copper Fill336
355;;;94.7928;-76.4288;0;Bottom;Copper Fill238
356;;TO220 [THT];42.0212;-68.4953;90;Bottom;Q7
357;;;96.3041;-88.062;0;Bottom;Copper Fill91
358;;;13.6144;-28.2323;0;Bottom;Copper Fill524
359;1µF;0805 [SMD, multilayer];71.0497;-58.9702;0;Top;C11
360;;;4.2545;-91.9228;0;Bottom;Copper Fill484
361;;;49.9872;-72.0346;0;Bottom;Copper Fill218
362;;;83.9978;-16.6118;0;Bottom;Copper Fill319
363;;;94.7928;-63.7288;0;Bottom;Copper Fill248
364;;;21.1328;-39.5988;0;Bottom;Copper Fill278
365;;;38.5921;-51.0328;0;Bottom;Via148
366;;;62.7634;-16.8023;0;Bottom;Copper Fill477
367;;;75.9968;-88.5319;0;Bottom;Copper Fill172
368;;THT;69.0722;-69.1303;0;Bottom;JP1
369;;;89.7096;-27.5378;0;Bottom;Via93
370;;;8.0264;-27.356;0;Bottom;Copper Fill57
371;;;17.5006;-24.2318;0;Bottom;Copper Fill311
372;;;76.2254;-24.2699;0;Bottom;Copper Fill514
373;;;4.2545;-4.8008;0;Bottom;Copper Fill212
374;;;24.2316;-9.2966;0;Bottom;Copper Fill331
375;;;21.8948;-59.3219;0;Bottom;Copper Fill344
376;1k;0805 [SMD];72.8822;-32.8627;-90;Top;R21
377;;;23.9871;-75.1628;0;Bottom;Via130
378;;;74.1172;-88.5319;0;Bottom;Copper Fill171
379;;;45.1993;-7.1122;0;Bottom;Copper Fill123
380;;;16.2306;-76.759;0;Bottom;Copper Fill2
381;;TO220 [THT];6.8422;-83.9712;180;Bottom;Q4
382;;;14.4621;-77.7028;0;Bottom;Via166
383;;THT;4.3022;-25.9503;90;Bottom;J209
384;;;51.054;-19.6471;0;Bottom;Copper Fill394
385;;SO;55.7372;-39.0694;0;Top;IC4
386;;;7.0993;-30.5564;0;Bottom;Copper Fill526
387;;;10.3886;-63.0684;0;Bottom;Copper Fill239
388;100 nF;0805 [SMD, multilayer];63.0397;-25.2427;-90;Top;C27
389;;;62.9793;-34.4426;0;Bottom;Copper Fill510
390;;;41.3766;-65.9767;0;Bottom;Copper Fill493
391;;;21.1328;-47.2188;0;Bottom;Copper Fill265
392;;;86.4997;-93.1928;0;Bottom;Copper Fill208
393;0.22µF;0805 [SMD, multilayer];75.7397;-25.2427;-90;Top;C10
394;;;62.9793;-23.7492;0;Bottom;Copper Fill478
395;1k;0805 [SMD];13.8272;-84.6152;-90;Top;R16
396;;DIP (Dual Inline) [THT];83.3597;-20.8703;-90;Bottom;IC3
397;;;3.9846;-75.7978;0;Bottom;Via168
398;;;73.4441;-65.2528;0;Bottom;Copper Fill157
399;100k;0805 [SMD];53.8322;-67.1527;-90;Top;R56
