*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.1b
*Date=23:32:57
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
269;0.22µF;0805 [SMD, multilayer];60.4997;-25.2427;-90;Top;C6
270;;;70.6628;-30.1754;0;Bottom;Copper Fill42
271;;;66.4845;-35.0522;0;Bottom;Copper Fill354
272;;;97.1042;-38.3542;0;Bottom;Copper Fill35
273;;;4.40413;-59.383;-90;Bottom;TXT13
274;2.2;0805 [SMD];2.46969;-38.9677;0;Top;R72
275;;;94.7928;-66.2688;0;Bottom;Copper Fill246
276;;;16.7894;-51.232;0;Bottom;Copper Fill254
277;;;34.1249;-86.2078;0;Bottom;Copper Fill409
278;;;30.0196;-88.4978;0;Bottom;Via96
279;;;13.8176;-60.9094;0;Bottom;Copper Fill241
280;;sma-diode;82.6521;-85.3227;0;Top;D15
281;;THT;14.1447;-13.8853;0;Bottom;J173
282;;;1.4097;-56.312;0;Bottom;Copper Fill382
283;;;82.804;-36.8175;0;Bottom;Copper Fill396
284;;;47.7996;-38.3328;0;Bottom;Via201
285;;;5.3848;-37.2366;0;Bottom;Copper Fill281
286;;;15.5448;-25.6923;0;Bottom;Copper Fill203
287;;;39.5224;-14.656;0;Bottom;Copper Fill315
288;;;2.3749;-81.1024;0;Bottom;Copper Fill118
289;;;52.324;-21.1584;0;Bottom;Copper Fill64
290;;;51.8541;-19.8376;0;Bottom;Copper Fill84
291;;;94.7928;-71.3488;0;Bottom;Copper Fill11
292;0.01µF;0805 [SMD, multilayer];73.8347;-13.1777;-90;Top;C25
293;;;56.6896;-80.2428;0;Bottom;Via202
294;;;66.9544;-35.5475;0;Bottom;Copper Fill356
295;;;70.7644;-7.9123;0;Bottom;Copper Fill398
296;1k;0805 [SMD];88.5122;-37.0627;180;Top;R29
297;;;23.1902;-14.2623;0;Bottom;Copper Fill457
298;;;63.4492;-88.8367;0;Bottom;Copper Fill508
299;;;56.6928;-25.3748;0;Bottom;Copper Fill300
300;;;80.8228;-22.1998;0;Bottom;Copper Fill303
301;;;65.9892;-35.5475;0;Bottom;Copper Fill107
302;;;27.1145;-8.4076;0;Bottom;Copper Fill126
303;;;73.5171;-64.6853;0;Bottom;Via8
304;;;16.3576;-40.7926;0;Bottom;Copper Fill274
305;;;52.8769;-93.1451;0;Bottom;IMG1
306;;;44.3992;-82.1692;0;Bottom;Copper Fill3
307;;;4.47916;-8.53455;-90;Bottom;TXT11
308;;;94.7293;-29.9976;0;Bottom;Copper Fill197
309;;;89.4969;-49.6064;0;Bottom;Copper Fill420
310;;;39.0652;-28.3466;0;Bottom;Copper Fill48
311;;;88.6841;-90.6274;0;Bottom;Copper Fill209
312;;;53.7845;-65.6592;0;Bottom;Copper Fill429
313;;;48.0568;-65.9767;0;Bottom;Copper Fill173
314;;;60.1345;-35.7634;0;Bottom;Copper Fill435
315;;;34.4297;-19.1264;0;Bottom;Copper Fill510
316;0.1µF;0805 [SMD, multilayer];81.4547;-89.5227;90;Top;C15
317;;;1.4097;-57.2772;0;Bottom;Copper Fill381
318;100k;0805 [SMD];88.5122;-50.0803;180;Top;R37
319;470;0805 [SMD];13.7546;-31.9827;180;Top;R41
320;;;89.3572;-91.2751;0;Bottom;Copper Fill523
321;;;21.1328;-48.4888;0;Bottom;Copper Fill26
322;;;22.0345;-93.8024;0;Bottom;Copper Fill162
323;;;75.4221;-50.0803;0;Bottom;Via47
324;;;2.3971;-80.5603;0;Bottom;Via186
325;;;81.4197;-91.11;0;Bottom;Copper Fill516
326;;;62.6745;-89.6368;0;Bottom;Copper Fill204
327;;;29.5148;-18.3771;0;Bottom;Copper Fill117
328;;;94.234;-29.5023;0;Bottom;Copper Fill533
329;;;43.9293;-35.357;0;Bottom;Copper Fill350
330;;;35.4171;-58.9703;0;Bottom;Via100
331;;;59.9694;-65.3671;0;Bottom;Copper Fill346
332;;;60.1821;-39.2853;0;Bottom;Via145
333;;;49.784;-12.0398;0;Bottom;Copper Fill318
334;;;84.5693;-23.9016;0;Bottom;Copper Fill465
335;;;51.3588;-19.3423;0;Bottom;Copper Fill85
336;;;21.1328;-53.5688;0;Bottom;Copper Fill255
337;;;43.434;-35.8523;0;Bottom;Copper Fill104
338;;;60.452;-35.0903;0;Bottom;Copper Fill436
339;;;66.5321;-8.80535;0;Bottom;Via175
340;;THT;9.0647;-6.26525;0;Bottom;J63
341;;;66.5476;-6.24757;0;Bottom;Via174
342;0.22µF;0805 [SMD, multilayer];50.3397;-25.2427;-90;Top;C2
343;;;25.8953;-78.6132;0;Bottom;Copper Fill184
344;;;34.6456;-93.0023;0;Bottom;Copper Fill412
345;;;3.302;-92.8499;0;Bottom;Copper Fill161
346;;;89.4969;-42.4436;0;Bottom;Copper Fill418
347;;;65.3288;-93.3071;0;Bottom;Copper Fill144
348;;;45.5771;-21.8228;0;Bottom;Via151
349;;;80.8736;-90.5639;0;Bottom;Copper Fill517
350;;;73.152;-85.6871;0;Bottom;Copper Fill189
351;2.2;0805 [SMD];2.46969;-35.4752;0;Top;R73
352;;;95.2246;-29.5023;0;Bottom;Copper Fill200
353;;;77.7494;-93.3071;0;Bottom;Copper Fill391
354;;;81.5594;-66.3323;0;Bottom;Copper Fill339
355;;;74.8792;-50.1271;0;Bottom;Copper Fill334
356;100k;0805 [SMD];16.6847;-84.6152;-90;Top;R14
357;;THT;86.8522;-10.7103;90;Bottom;JP5
358;;;29.0671;-18.3303;0;Bottom;Via188
359;470;0805 [SMD];47.7997;-25.2427;-90;Top;R2
360;;;49.9364;-65.9767;0;Bottom;Copper Fill468
361;;;66.3194;-93.3071;0;Bottom;Copper Fill394
362;;;52.5621;-39.2853;0;Bottom;Via143
363;;;43.9293;-35.357;0;Bottom;Copper Fill103
364;;;68.0593;-18.0596;0;Bottom;Copper Fill448
365;;;63.4873;-20.8536;0;Bottom;Copper Fill450
366;;;84.2772;-49.8096;0;Bottom;Copper Fill18
367;;;93.4593;-33.7314;0;Bottom;Copper Fill186
368;;;55.4196;-8.80535;0;Bottom;Via180
369;;;22.8346;-59.0171;0;Bottom;Copper Fill132
370;;;84.5693;-91.999;0;Bottom;Copper Fill537
371;;;56.6928;-9.8554;0;Bottom;Copper Fill323
372;10;0805 [SMD];45.6497;-45.3178;0;Top;R31
373;;;84.3788;-59.0171;0;Bottom;Copper Fill111
374;;;97.4344;-39.5988;0;Bottom;Copper Fill275
375;100k;0805 [SMD];53.8322;-67.1527;-90;Top;R56
376;;;10.287;-18.4914;0;Bottom;Copper Fill317
377;;;48.0822;-75.4382;0;Bottom;Copper Fill231
378;1µF;0805 [SMD, multilayer];77.0822;-42.1427;0;Top;C12
379;2.2;0805 [SMD];41.0323;-45.3178;0;Top;R69
380;;;88.6714;-54.9912;0;Bottom;Copper Fill251
381;;;18.3896;-72.9871;0;Bottom;Copper Fill213
382;;;76.7588;-93.3071;0;Bottom;Copper Fill390
383;;;84.1502;-76.5812;0;Bottom;Copper Fill236
384;;;87.4141;-63.678;0;Bottom;Copper Fill471
385;;;36.0934;-66.1799;0;Bottom;Copper Fill428
386;;;70.7136;-12.2303;0;Bottom;Copper Fill495
387;;;73.9394;-64.7575;0;Bottom;Copper Fill153
388;;;74.8792;-50.1271;0;Bottom;Copper Fill89
389;;;83.2993;-36.3222;0;Bottom;Copper Fill395
390;0.1µF;0805 [SMD, multilayer];71.2947;-13.1777;-90;Top;C9
391;;;76.7588;-93.3071;0;Bottom;Copper Fill140
392;;;84.328;-26.3654;0;Bottom;Copper Fill299
393;47µF;200 mil [THT, tantalum];62.7222;-86.2753;90;Bottom;C14
394;;;58.9121;-39.2853;0;Bottom;Via157
395;;;54.1528;-28.3466;0;Bottom;Copper Fill52
396;;;51.8541;-18.847;0;Bottom;Copper Fill330
397;;;85.0646;-50.7875;0;Bottom;Copper Fill519
398;;;28.7528;-36.5254;0;Bottom;Copper Fill32
399;;;94.7928;-61.1888;0;Bottom;Copper Fill16
400;;;46.482;-85.6236;0;Bottom;Copper Fill1
401;100k;0805 [SMD];16.6847;-91.9177;-90;Top;R13
402;;;68.7197;-13.4622;0;Bottom;Copper Fill194
403;;;56.6293;-85.395;0;Bottom;Copper Fill454
404;1µF;0805 [SMD, multilayer];68.5097;-58.3352;0;Top;C11
405;;;32.8168;-65.9767;0;Bottom;Copper Fill467
406;;;28.0797;-65.6592;0;Bottom;Copper Fill425
407;;v18za2p;88.7572;-87.5453;-90;Bottom;U2
408;;;60.4393;-23.7492;0;Bottom;Copper Fill433
409;;300 mil [THT];45.9201;-7.53525;180;Bottom;D56
410;;;28.5242;-18.3771;0;Bottom;Copper Fill116
411;;;1.8542;-80.6071;0;Bottom;Copper Fill120
412;;;61.8744;-88.8367;0;Bottom;Copper Fill507
413;;;56.3721;-32.9353;0;Bottom;Via142
414;;;50.927;-49.4286;0;Bottom;Copper Fill268
415;;300 mil [THT];70.3422;-86.8849;-90;Bottom;D16
416;;THT;14.1447;-18.9653;0;Bottom;J174
417;;;83.2993;-40.7672;0;Bottom;Copper Fill109
418;;;85.598;-9.9316;0;Bottom;Copper Fill321
419;100nF;0805 [SMD, multilayer];76.3747;-13.1777;90;Top;C24
420;;;21.1328;-28.2196;0;Bottom;Copper Fill293
421;;;21.1328;-10.3888;0;Bottom;Copper Fill79
422;;;44.3992;-84.7092;0;Bottom;Copper Fill219
423;;;84.6296;-50.7153;0;Bottom;Via38
424;;;2.3749;-14.0972;0;Bottom;Copper Fill373
425;0.22µF;0805 [SMD, multilayer];63.0397;-32.8627;-90;Top;C8
426;;THT;9.0647;-13.8853;0;Bottom;J182
427;;;89.3572;-91.2751;0;Bottom;Copper Fill211
428;;;94.7896;-29.4428;0;Bottom;Via134
429;1k;0805 [SMD];84.5571;-13.5677;0;Top;R40
430;;;70.5993;-23.7492;0;Bottom;Copper Fill447
431;4.7µF;0805 [SMD, multilayer];13.7546;-29.7602;180;Top;C31
432;;;94.7928;-48.4888;0;Bottom;Copper Fill27
433;;;51.6128;-28.3466;0;Bottom;Copper Fill51
434;;THT;92.2497;-21.5053;0;Bottom;JP2
435;;THT;69.0722;-69.1303;0;Bottom;JP1
436;;;54.3052;-66.1799;0;Bottom;Copper Fill431
437;;;83.566;-61.7476;0;Bottom;Copper Fill15
438;;;97.7392;-48.4888;0;Bottom;Copper Fill25
